image_id,file_name,image_path,source_split,model_id,step_id,view_angle,is_error,error_type,error_detail,evaluation_scope,filename_valid,inventory_error_type,inventory_filename_valid,review_status,reviewer,review_notes
input/positionerror/model08_step05/model08_step05_positionerror-B01_bottom_01.jpg,model08_step05_positionerror-B01_bottom_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-B01_bottom_01.jpg,input,model08,step05,bottom,true,position,B01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-B01_front_01.jpg,model08_step05_positionerror-B01_front_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-B01_front_01.jpg,input,model08,step05,front,true,position,B01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-B01_left_01.jpg,model08_step05_positionerror-B01_left_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-B01_left_01.jpg,input,model08,step05,left,true,position,B01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-B01_right_01.jpg,model08_step05_positionerror-B01_right_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-B01_right_01.jpg,input,model08,step05,right,true,position,B01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-B01_top_01.jpg,model08_step05_positionerror-B01_top_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-B01_top_01.jpg,input,model08,step05,top,true,position,B01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-D01_back_01.jpg,model08_step05_positionerror-D01_back_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-D01_back_01.jpg,input,model08,step05,back,true,position,D01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-D01_bottom_01.jpg,model08_step05_positionerror-D01_bottom_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-D01_bottom_01.jpg,input,model08,step05,bottom,true,position,D01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-D01_front_01.jpg,model08_step05_positionerror-D01_front_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-D01_front_01.jpg,input,model08,step05,front,true,position,D01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-D01_left_01.jpg,model08_step05_positionerror-D01_left_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-D01_left_01.jpg,input,model08,step05,left,true,position,D01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-D01_right_01.jpg,model08_step05_positionerror-D01_right_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-D01_right_01.jpg,input,model08,step05,right,true,position,D01,in_scope,true,positionerror,true,,,
input/positionerror/model08_step05/model08_step05_positionerror-D01_top_01.jpg,model08_step05_positionerror-D01_top_01.jpg,input/positionerror/model08_step05/model08_step05_positionerror-D01_top_01.jpg,input,model08,step05,top,true,position,D01,in_scope,true,positionerror,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-A01_back_01.jpg,model03_step03_wrongpart-A01_back_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_back_01.jpg,input,model03,step03,back,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-A01_back_02.jpg,model03_step03_wrongpart-A01_back_02.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_back_02.jpg,input,model03,step03,back,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-A01_bottom_01.jpg,model03_step03_wrongpart-A01_bottom_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_bottom_01.jpg,input,model03,step03,bottom,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-A01_front_01.jpg,model03_step03_wrongpart-A01_front_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_front_01.jpg,input,model03,step03,front,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-A01_left_01.jpg,model03_step03_wrongpart-A01_left_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_left_01.jpg,input,model03,step03,left,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-A01_right_01.jpg,model03_step03_wrongpart-A01_right_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_right_01.jpg,input,model03,step03,right,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-A01_top_01.jpg,model03_step03_wrongpart-A01_top_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_top_01.jpg,input,model03,step03,top,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-A01_top_02.jpg,model03_step03_wrongpart-A01_top_02.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-A01_top_02.jpg,input,model03,step03,top,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-B01_back_01.jpg,model03_step03_wrongpart-B01_back_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_back_01.jpg,input,model03,step03,back,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-B01_back_02.jpg,model03_step03_wrongpart-B01_back_02.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_back_02.jpg,input,model03,step03,back,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-B01_bottom_01.jpg,model03_step03_wrongpart-B01_bottom_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_bottom_01.jpg,input,model03,step03,bottom,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-B01_front_01.jpg,model03_step03_wrongpart-B01_front_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_front_01.jpg,input,model03,step03,front,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-B01_left_01.jpg,model03_step03_wrongpart-B01_left_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_left_01.jpg,input,model03,step03,left,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-B01_right_01.jpg,model03_step03_wrongpart-B01_right_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_right_01.jpg,input,model03,step03,right,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-B01_top_01.jpg,model03_step03_wrongpart-B01_top_01.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_top_01.jpg,input,model03,step03,top,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
input/wrongpart/model03_step03/model03_step03_wrongpart-B01_top_02.jpg,model03_step03_wrongpart-B01_top_02.jpg,input/wrongpart/model03_step03/model03_step03_wrongpart-B01_top_02.jpg,input,model03,step03,top,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
input/wrongpart/model08_step05/model08_step05_wrongpart-A01_back_01.jpg,model08_step05_wrongpart-A01_back_01.jpg,input/wrongpart/model08_step05/model08_step05_wrongpart-A01_back_01.jpg,input,model08,step05,back,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model08_step05/model08_step05_wrongpart-A01_bottom_01.jpg,model08_step05_wrongpart-A01_bottom_01.jpg,input/wrongpart/model08_step05/model08_step05_wrongpart-A01_bottom_01.jpg,input,model08,step05,bottom,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model08_step05/model08_step05_wrongpart-A01_front_01.jpg,model08_step05_wrongpart-A01_front_01.jpg,input/wrongpart/model08_step05/model08_step05_wrongpart-A01_front_01.jpg,input,model08,step05,front,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model08_step05/model08_step05_wrongpart-A01_left_01.jpg,model08_step05_wrongpart-A01_left_01.jpg,input/wrongpart/model08_step05/model08_step05_wrongpart-A01_left_01.jpg,input,model08,step05,left,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model08_step05/model08_step05_wrongpart-A01_right_01.jpg,model08_step05_wrongpart-A01_right_01.jpg,input/wrongpart/model08_step05/model08_step05_wrongpart-A01_right_01.jpg,input,model08,step05,right,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
input/wrongpart/model08_step05/model08_step05_wrongpart-A01_top_01.jpg,model08_step05_wrongpart-A01_top_01.jpg,input/wrongpart/model08_step05/model08_step05_wrongpart-A01_top_01.jpg,input,model08,step05,top,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
regression_subset/model03_step01_correct-01_front_01.jpg,model03_step01_correct-01_front_01.jpg,regression_subset/model03_step01_correct-01_front_01.jpg,regression_subset,model03,step01,front,false,correct,,in_scope,true,correct,true,,,
regression_subset/model03_step03_extrapart-A01_left_01.jpg,model03_step03_extrapart-A01_left_01.jpg,regression_subset/model03_step03_extrapart-A01_left_01.jpg,regression_subset,model03,step03,left,true,extra,A01,in_scope,true,extrapart,true,,,
regression_subset/model03_step03_missingpart-B01_back_02.jpg,model03_step03_missingpart-B01_back_02.jpg,regression_subset/model03_step03_missingpart-B01_back_02.jpg,regression_subset,model03,step03,back,true,missing,B01,in_scope,true,missingpart,true,,,
regression_subset/model03_step03_missingpart-B01_top_02.jpg,model03_step03_missingpart-B01_top_02.jpg,regression_subset/model03_step03_missingpart-B01_top_02.jpg,regression_subset,model03,step03,top,true,missing,B01,in_scope,true,missingpart,true,,,
regression_subset/model03_step03_wrongpart-A01_right_01.jpg,model03_step03_wrongpart-A01_right_01.jpg,regression_subset/model03_step03_wrongpart-A01_right_01.jpg,regression_subset,model03,step03,right,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
regression_subset/model03_step03_wrongpart-A01_top_01.jpg,model03_step03_wrongpart-A01_top_01.jpg,regression_subset/model03_step03_wrongpart-A01_top_01.jpg,regression_subset,model03,step03,top,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
regression_subset/model03_step03_wrongpart-A01_top_02.jpg,model03_step03_wrongpart-A01_top_02.jpg,regression_subset/model03_step03_wrongpart-A01_top_02.jpg,regression_subset,model03,step03,top,true,wrongpart,A01,in_scope,true,wrongpart,true,,,
regression_subset/model03_step03_wrongpart-B01_back_01.jpg,model03_step03_wrongpart-B01_back_01.jpg,regression_subset/model03_step03_wrongpart-B01_back_01.jpg,regression_subset,model03,step03,back,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
regression_subset/model03_step03_wrongpart-B01_back_02.jpg,model03_step03_wrongpart-B01_back_02.jpg,regression_subset/model03_step03_wrongpart-B01_back_02.jpg,regression_subset,model03,step03,back,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
regression_subset/model03_step03_wrongpart-B01_top_02.jpg,model03_step03_wrongpart-B01_top_02.jpg,regression_subset/model03_step03_wrongpart-B01_top_02.jpg,regression_subset,model03,step03,top,true,wrongpart,B01,in_scope,true,wrongpart,true,,,
